"image_id","question","ground_truth","predicted","correct","agent_output","running_accuracy"
"823","A 19-year-old woman presented with a 6-month history of a slowly growing asymptomatic dark spot on her left palm.","D","A","wrong","ANSWER: A
REASONING: The clinical presentation of a slowly growing, asymptomatic dark spot on the palms is characteristic of acral lentiginous melanoma, which tends to present as a dark, irregularly shaped flat lesion. The histopathological image shows atypical pigmented units arranged in nests that extend into the superficial dermis, which is a feature seen in melanocytic neoplasms, further supporting the diagnosis of acral lentiginous melanoma.","0.527"
"324","A 68-year-old woman presented with unstable angina and underwent cardiac catheterization by radial access. There was difficulty advancing the guidewire; a brachial angiogram revealed the following. What is the diagnosis?","D","C","wrong","ANSWER: C
REASONING: The image shows multiple tortuous and abnormal vessels in the brachial region, which is characteristic of brachial artery stenosis caused by chronic vessel collapse or trauma from the procedure. There is no evidence of arterial narrowing typical of atherosclerotic disease, fibromuscular dysplasia, or arteriovenous malformation. Takayasu’s arteritis usually presents with more diffuse involvement and would be unlikely to be missed in an angiography performed for catheterization.","0.525"
"570","A 37-year-old woman presented with symptoms consistent with allergic conjunctivitis, but was found to have this incidental finding. What is the diagnosis?","B","E","wrong","ANSWER: E
REASONING: The clinical history of allergic conjunctivitis provides a background of inflammatory conditions of the eye, and the image shows a peripheral iris anomaly with apparent adhesions involving the peripheral iris, which is characteristic of persistent pupillary membranes. These adhesions often follow a history of intraocular inflammation and can be associated with other congenital or acquired anomalies of the eye, making them a plausible diagnosis in this case.","0.524"
"664","An 8-year-old boy receiving treatment for relapsing B-cell leukemia presented with subcutaneous nodules associated with a 1-week history of fever which persisted despite treatment with broad-spectrum intravenous antibiotics and antifungals. Physical examination revealed nodules ranging from 5 to 18 mm in diameter on the chest, back, arms, and legs. What is the diagnosis?","B","D","wrong","ANSWER: D
REASONING: The clinical presentation of subcutaneous nodules in a patient with leukemic relapse, along with the prolonged fever despite antibiotic treatment, supports the diagnosis of Leukemia cutis. The nodules are disseminated and non-painful, typical of leukemia infiltration of the skin. The absence of systemic symptoms like malnutrition or wasting, seen in BCG disease, further points away from E and B.","0.523"
"197","A 36-year-old man presented with 1 month of fever and pain in his shoulders and knees after having a sore throat. He subsequently developed this evanescent nonpruritic macular rash (marked with a skin marking pen). What is the diagnosis?","E","E","correct","ANSWER: E
REASONING: The patient's presentation includes fever, sore throat, and painful joints, which are characteristic of subacute borreliosis, which typically presents with erythema marginatum. The evanescent macular rash on the upper arm, along with the history of sore throat and joint pain, supports a diagnosis of erythema marginatum, which is a common cutaneous manifestation of Lyme disease caused by Borrelia burgdorferi.","0.524"
"285","This 12-year-old presented with decreased appetite and vomiting. What is the most likely diagnosis?","D","E","wrong","ANSWER: E
REASONING: The medical image shows a protruding, smooth, painless mass near the umbilicus, which is typical for an urachal duct cyst. Urachal duct cysts often present with low-grade symptoms such as loss of appetite and vomiting, making this the most likely diagnosis.","0.523"
"2","A 5-year-old girl presented with a 4-week history of painful swelling on both sides of her lower abdomen. Six weeks before presentation, her parents removed a tick they found buried in her umbilicus. Five days after this she developed fevers. What is the diagnosis?","C","D","wrong","ANSWER: D
REASONING: The clinical history of tick removal and subsequent fevers, along with the image displaying a painful, tender mass in the umbilical region, is highly suggestive of Lyme disease. The presentation of the mass, which appears as a ""pierre plate"" (hard-edged mass), is characteristic of an erythema migrans rash seen in the early phase of Lyme disease.","0.522"
"278","A 19-year-old woman presented to the emergency department with a 7-year history of periodic lower abdominal and pelvic pain without fever, chills, or dysuria. She had not had menses nor vaginal intercourse. Physical exam revealed lower abdominal distention and a firm and tender suprapubic mass extending from the pelvis to the umbilicus. Perineal exam is seen in the image. What is the likely diagnosis?","E","D","wrong","ANSWER: D
REASONING: The history of pelvic pain and a suprapubic mass, alongside the clinical image showing an intrauterine mass, is most indicative of uterine fibroids. The absence of menstrual bleeding and history of pelvic pain without systemic symptoms further supports the differential diagnosis of leiomyomas, which can present clinically in this manner.","0.52"
"121","Treatment with a medication from which one of the following drug groups has been associated with the problem identified in the abdominal radiograph?","A","D","wrong","ANSWER: D
REASONING: The abdominal radiograph shows large bowel distension and gas shadows, which is characteristic of hypoperistalsis and colonic dilatation associated with medication side effects, particularly with the use of sulfonylureas. Hypoperistalsis can lead to colonic dilatation and distension, which is supported by the findings in the image.","0.519"
"755","A 45-year-old woman presented with a 6-week history of a painless upper-lip lesion. The lesion had rapidly increased in size over the previous 3 weeks and bled when lightly touched. Examination showed an erythematous, round, smooth, pedunculated mass that was friable and non-tender. What is the most likely diagnosis?","D","D","correct","ANSWER: D
REASONING: The临床 history of a rapidly growing, painless, friable lesion on the upper lip suggests a benign vascular growth, particularly as the image shows a red, smooth, elevated mass with a thin stalk, which is characteristic of a pyogenic granuloma. The friability and ease of bleeding further support this diagnosis.","0.52"
"806","A 80-year-old man undergoing treatment for multiple myeloma presented with fevers and confusion. Magnetic resonance imaging (MRI) of the head showed ring-enhancing lesions. Gram stain of cerebrospinal fluid (CSF) showed gram-positive bacilli. What is the most likely diagnosis?","C","C","correct","ANSWER: C
REASONING: The image depicts a histopathological finding characteristic of Nocardia species, which typically appears as gram-positive bacilli forming a branched or branching pattern similar to a tree. The patient's clinical presentation, including the fever and confusion, is consistent with a CNS infection, and the ring-enhancing lesions on MRI are consistent with the type of brain inflammation seen in Nocardiosis. The gram-positive bacteria in the cerebrospinal fluid further supports the diagnosis of Nocardia.","0.521"
"679","A 60-year-old man presented to the emergency room with decreased vision in his right eye 3 days after a fall. Examination showed abrasions on the right supraorbital area and forehead, pain with extraocular movement, and decreased right eye visual acuity. What is the diagnosis?","B","A","wrong","ANSWER: A
REASONING: The clinical history of trauma, pain with extraocular movement, and decreased vision in the affected eye suggests a potential orbital wall fracture. The CT image shows areas of low density within the right orbit, which may represent bone fracture lines or fluid accumulation consistent with orbital wall compromise.","0.52"
"741","A 3-day-old male infant presented to the hospital with vomiting and inability to pass stools. Physical exam revealed a distended abdomen without bowel sounds. Exploratory laparotomy was done. What is the diagnosis?","B","B","correct","ANSWER: B
REASONING: The clinical history presents with vomiting and no bowel movements in a newborn, which is characteristic of Hirschsprung's disease. The surgical image shows a coiled and elongated appearance of the bowel, typically seen in Hirschsprung's disease where the bowel lacks the crucial ganglion cells needed for normal peristalsis. This combination of clinical features and image findings best supports Hirschsprung's disease as the diagnosis.","0.521"
"682","A 69-year-old man with type 2 diabetes mellitus presented to the ophthalmology clinic for a routine ocular examination. He had a history of cataract surgery 3 years ago for a retinal detachment in the right eye. Clinical examination of the right eye showed a white substance covering the upper third of the iris. Visual acuity was 20/400 in the right eye and 20/40 in the left eye. What is the diagnosis?","D","B","wrong","ANSWER: B
REASONING: The image shows a translucent white substance covering a portion of the iris, which is a characteristic feature of ghost cell glaucoma. This condition typically occurs after a previous ocular trauma or surgery, as seen in the patient's history of cataract surgery for retinal detachment. The presence of a ghost cell is an accumulation of disintegrated lens cells due to an episode of inflammation, commonly associated with the surgery mentioned. Ghost cell glaucoma is also likely because of the persistence of iridolenticular adhesions, often seen in this context.","0.52"
"658","What is the most likely diagnosis in a man with oral pain, urinary frequency, thirst, and these radiographic findings?","C","C","correct","ANSWER: C
REASONING: The radiographic findings show multiple lytic lesions in the bone, which are characteristic of Langerhans'-cell histiocytosis. The clinical symptoms of oral pain and urinary frequency/thirst are also associated with this condition, as well as with other less common systemic diseases linked to the presence of these lesions, such as Paget's disease of bone. The other options, such as Vitamin D excess or scurvy, do not typically cause lytic bone lesions. Metastatic prostate cancer may present similarly but is usually observed in older men, whereas scurvy is not typically associated with bone pain.","0.521"
"122","A 79-year-old woman presented with a 1-year history of gradual neurological decline involving confusion, memory loss, and imbalance. What is the most likely diagnosis?","C","E","wrong","ANSWER: E
REASONING: The imaging shows a mass within the lateral ventricles, typical of an intraventricular meningioma. These are often isointense to slightly hyperintense on T1-weighted images like those presented. The gradual neurological deterioration and confusion in a 79-year-old patient align well with the tumor's slow-growing nature.","0.52"
"689","A 77-year-old man was referred to the endocrinology clinic for evaluation of subclinical hyperthyroidism. Physical examination revealed an enlarged thyroid with no palpable nodules or cervical lymphadenopathy. When the patient raised both arms, he developed reversible facial congestion. What is the name of this sign?","C","E","wrong","ANSWER: E
REASONING: The patient's presentation of facial congestion when the arms are raised is characteristic of the Lighthouse sign, which is classically described in subclinical hyperthyroidism and results from a surge of T3, leading to redistribution of blood volume. The clinical history of subclinical hyperthyroidism and the described sign fit this diagnosis well.","0.519"
"531","An 83-year-old woman presented to the emergency department with a 1-day history of right-sided tongue swelling. Sensory examination of the tongue was normal. What is the diagnosis?","A","C","wrong","ANSWER: C
REASONING: The clinical history of sudden right-sided tongue swelling, combined with the image showing blisters on the upper left of the tongue, is most consistent with a localized hematoma. The absence of sensory impairment rules out other possibilities.","0.517"
"71","What is the most likely diagnosis in this man with left knee swelling and these findings for the past 2 years?","E","E","correct","ANSWER: E
REASONING: The image shows multiple, inflamed, purulent nodules on the skin, particularly around the left knee, which is consistent with the clinical presentation of actinomycosis. The history of swelling and the appearance of the lesions, often resembling those seen in actinomycosis, support this diagnosis.","0.519"
"12","A 21-year-old woman presented to the emergency department with an 8-month history of swelling and pain in the right thigh. MRI of the right leg revealed a large periosteal femoral mass and thrombus in the right femoral vein, for which she received anticoagulation therapy. The patient subsequently experienced dyspnea and pleuritic chest pain, and a chest x-ray was done. What is the likely diagnosis?","D","E","wrong","ANSWER: E
REASONING: The clinical history of pulmonary embolism (PE) and the radiographic findings seen as micronodular infiltrates with a hazy appearance are typical of miliary tuberculosis, a disseminated infection that often presents with such diffuse pulmonary infiltrates. The presence of a femoral mass and venous thrombosis earlier in the clinical course is also supportive, as there can be a link between pulmonary embolism and disseminated tuberculosis through the embolic spread of tuberculous bacteria. The chest radiograph does not show the typical appearance of the other listed conditions, hence miliary tuberculosis is the most likely diagnosis.","0.517"
"590","Which vector was responsible for infecting this 14-year-old immigrant from Cameroon?","A","D","wrong","ANSWER: D
REASONING: The image shows the characteristic appearance of a Leishmania parasite, which is typically transmitted by sand flies. The clinical case history mentions an immigrant from Cameroon, where Leishmania visceralis, which is usually transmitted by sand flies, is prevalent.","0.516"
"732","A 60-year-old woman with hypertension and chronic kidney disease of unknown cause was referred to the emergency department because of a serum creatinine level of 7.8 mg per deciliter (reference range, 0.5 to 0.9). She had been feeling well before presentation. A urinalysis showed 2+ protein and more than 180 red cells per high-power field with no urinary casts. On the basis of a positive indirect fluorescent antibody assay for anti-glomerular basement membrane (GBM) antibodies and a kidney biopsy showing crescentic glomerulonephritis (left) with strong linear GBM staining for IgG on immunofluorescence (right), a diagnosis of anti-GBM glomerulonephritis was made. Which additional diagnostic test is required to look for extra-renal involvement?","A","C","wrong","ANSWER: C
REASONING: The clinical history of hypertension and chronic kidney disease, combined with the kidney biopsy showing crescentic glomerulonephritis, strongly suggest the diagnosis of anti-GBM glomerulonephritis. The presence of linear IgG staining on immunofluorescence further confirms this diagnosis. Since anti-GBM glomerulonephritis can also affect the lung, leading to a subset of patients presenting with pulmonary hemorrhage or pulmonary hemorrhagic syndrome, an ophthalmologic exam is required to assess for the presence of retinal hemorrhage, another potential extra-renal manifestation.","0.515"
"462","A 68-year-old woman living in Japan presented to the clinic with a 5-day history of fevers, myalgias, and petechial rash spreading on her arms, trunk, palms, and soles. On exam, there was also an eschar on the right medial ankle. Laboratory studies showed thrombocytopenia, elevated inflammatory markers, and elevated liver transaminases. Which of the following is the most appropriate treatment?","D","D","correct","ANSWER: D
REASONING: The clinical history, with the 5-day fevers, petechial rash, eschar on the right medial ankle, and laboratory findings of thrombocytopenia and elevated inflammatory markers, alongside the images showing hemorrhagic spots on the hand and legs, is highly suggestive of Japanese encephalitis (JE). Tetracycline is commonly used as a treatment for infectious diseases, and given the presentation, it is a reasonable initial step to use for JE, alongside supportive care.","0.516"
"945","A 24-year-old woman presented with a 2-month history of rash on her shins. The rash was asymptomatic and was more prominent in the left leg. It had first appeared during the winter, at which time she had been sitting by an electric heater that was closer to her left leg. Exam was without palpable purpura, subcutaneous nodules, or areas of gangrene. What is the diagnosis?","C","C","correct","ANSWER: C
REASONING: The image shows a unilateral rash on the shins with a history of sitting near a warm electric heater, which is consistent with erythema ab igne. The unilateral nature of the rash and the lack of signs of systemic involvement further support this diagnosis.","0.517"
"635","A 31-year-old man from El Salvador, recently diagnosed with HIV/AIDS, presented to the emergency department with headache, confusion, gait instability, and fever. Brain MRI showed a large mass in the right parietal and occipital lobes. Brain aspirate identified Trypanosoma cruzi. What vector is likely responsible for transmission of this protozoa to this patient?","B","B","correct","ANSWER: B
REASONING: The clinical history includes being from El Salvador, which is endemic for Chagas disease caused by Trypanosoma cruzi. The presence of a mass in the brain MRI and the identification of the parasite through brain aspirate are consistent with neuro-Carachi, a complication of Chagas disease. The triatomine bug, often referred to as the kissing bug, is the primary vector responsible for transmitting Trypanosoma cruzi, making this the most likely choice.","0.518"
"944","A 38-year-old woman with a history of three cesarean sections was admitted to the hospital in labor at 36 weeks of gestation. Following an emergency cesarean section, histopathological examination identified invasion of chorionic villi into but not through the myometrium. What is the diagnosis?","B","C","wrong","ANSWER: C
REASONING: The clinical history of three cesarean sections and the histopathological examination showing chorionic villi reaching but not invading through the myometrium strongly supports the diagnosis of placenta percreta. The image illustrates the chorionic villi infiltrating deeply into the myometrium, characteristic of this condition.","0.517"
"659","A 73-year-old man presented with 1-month history of fatigue and diffuse bone pain. Laboratory studies showed pancytopenia and a whole-body MRI showed osteonecrosis of the right humerus and right femur. A bone marrow biopsy showed macrophages with a “wrinkled tissue paper” appearance in the cytoplasm. What is the diagnosis?","B","B","correct","ANSWER: B
REASONING: The clinical history of pancytopenia, diffuse bone pain, and osteonecrosis, along with the bone marrow biopsy showing macrophages with a ""wrinkled tissue paper"" appearance, strongly suggests Gaucher's disease, a lysosomal storage disorder involving the accumulation of glucocerebroside. The macrophages' appearance is characteristic of the ""tissue paper"" appearance associated with Gaucher's disease. The other conditions mentioned do not typically present with a macrophage appearance in the bone marrow that resembles wrinkle tissue papers, making Gaucher's disease the most likely diagnosis.","0.518"
"317","What diagnosis is suggested by the finding on the sole of this patient's foot?","C","E","wrong","ANSWER: E
REASONING: The image depicts patchy areas of erythema and desquamation on the foot, which are characteristic findings associated with frostbite. Frostbite typically affects areas that are cold-exposed and results in areas of redness, scaling, and possible blistering or discoloration, which matches the presentation seen in the image.","0.517"
"61","What is the cause of this new skin lesion in this patient whose blood CD4+ cell count was 20 per cubic millimeter (1%) following treatment for chronic lymphocytic leukemia?","C","D","wrong","ANSWER: D
REASONING: The patient's low CD4+ cell count suggests a compromised immune system, which predisposes them to certain opportunistic infections and malignancies. The image reveals a rapidly growing, purple plaque with ill-defined borders, which is characteristic of Kaposi's sarcoma in immunosuppressed patients.","0.516"
"623","This abnormality was found during auditory screening of a five-year-old girl at school. What is the most likely diagnosis?","E","E","correct","ANSWER: E
REASONING: The clinical history of a five-year-old girl found with this abnormality during auditory screening is consistent with the presence of a cholesteatoma, which is a common finding in pediatric patients with chronic ear disease. The image shows a well-circumscribed, yellowish, soft tissue structure that is characteristic of cholesteatoma. This formation is typically located in the middle ear and can result in hearing loss or other complications if not treated properly.","0.517"
"330","An 83-year-old man presented to the emergency department with a 6-week history of fatigue, loss of appetite, and weight loss. His blood pressure was 115/80 mm Hg while seated but dropped to 95/65 mm Hg on standing. Laboratory investigations demonstrated hyponatremia and hyperkalemia. What is the diagnosis?","B","D","wrong","ANSWER: D
REASONING: The clinical history of fatigue, weight loss, and lab tests showing hyponatremia and hyperkalemia, along with the image showing bilateral adrenal enlargement, is highly suggestive of Conn's syndrome. This condition is often associated with Cushing's syndrome, marked by sodium retention and potassium loss, as well as features of pseudohyperaldosteronism. The imaging shows enlargement, which is a common initial clue before biopsy findings confirm Conn's syndrome.","0.516"
"686","A 47-year-old man presented to the cardiology clinic for evaluation of coronary-artery dilatations detected on computed tomography (CT). The patient was asymptomatic but had a history of IgG4-related disease. Laboratory tests showed a normal serum IgG4 concentration. CT angiogram of the coronary vessels revealed aneurysmal dilatation of the right coronary artery with marked, periarterial soft-tissue thickening. What is the diagnosis?","B","B","correct","ANSWER: B
REASONING: The presence of IgG4-related disease in the patient's history, coupled with the characteristic imaging findings of extensive periarterial soft-tissue thickening and aneurysmal dilatation of the right coronary artery, is most consistent with IgG4-related disease arteritis. This condition is known to affect coronary arteries, leading to similar findings as seen in the image.","0.517"
"803","A 60-year-old man presented with abdominal pain, hypotension, and deranged renal function. What is the diagnosis?","B","B","correct","ANSWER: B
REASONING: The clinical presentation of abdominal pain, hypotension, and deranged renal function, combined with the endoscopic image displaying a narrowed intestinal lumen with patchy mucosal abnormalities, suggests acute mesenteric ischemia. The appearance of the bowel wall is concerning for bowel ischemia, which can rapidly lead to organ failure and systemic derangements as seen in the clinical history.","0.518"
"645","What is the most likely cause of this finding in a woman undergoing treatment for breast cancer with spinal metastases?","A","A","correct","ANSWER: A
REASONING: The image shows erythematous macules and papules on the back, which align with radiation recall reactions, commonly seen in patients with a history of radiation therapy.","0.519"
"872","A 64-year-old man presented with a two-year history of this asymptomatic skin condition, which was symmetrically distributed over his trunk, arms and legs. Laboratory tests demonstrated a raised fasting blood glucose level. What is the most likely diagnosis?","E","E","correct","ANSWER: E
REASONING: The patient's history of a two-year asymptomatic condition with a symmetric, well-demarcated eruption over the trunk, arms, and legs is supported by the image showing typical annular papules and plaques with central clearing, which is characteristic of granuloma annulare. Additionally, the laboratory finding of raised fasting blood glucose could be related to the patient's age and the skin condition, making systemic causes less likely.","0.52"
"321","An 11-year-old girl presented to the hospital with 3-week history of an ulcerated lesion on her cheek, unresponsive to a course of antibiotics. PCR testing of a swab specimen from the lesion was positive for orthopoxvirus DNA and cowpox virus-specific oligonucleotides. Exposure to what animal is the likely route of transmission?","E","A","wrong","ANSWER: A
REASONING: The clinical history of an unusual ulcerated lesion and the PCR result of a positive orthopoxvirus DNA and cowpox virus-specific oligonucleotides strongly suggest a diagnosis of cowpox, a zoonotic virus usually transmitted from cows to humans. The clinical image shows a crater-like lesion resembling the typical appearance of cowpox, further supporting the diagnosis.","0.519"
"834","What presentation is most likely to accompany this angiographic finding?","A","D","wrong","ANSWER: D
REASONING: The angiographic image shows stenosis in the extracranial vertebral artery, which is known to cause symptoms related to the vertebrobasilar system. Vertebrobasilar供血不足常表现为尿失禁、吞咽困难、眩晕和共济失调等症状。在这个选项中，尿失禁（选项D）是这些症状之一。","0.518"
"847","A 4-month-old boy who was exclusively breast-fed presented to the clinic with a 6-week history of a worsening rash. Physical examination revealed extensive erosive plaques throughout the body. What is the diagnosis?","D","C","wrong","ANSWER: C
REASONING: The clinical history of a 6-week-old boy presenting with a worsening rash and the image showing widespread erosive plaques strongly suggest Stevens-Johnson Syndrome (SJS). This condition is characterized by severe skin detachment and involvement of other mucous membranes, which the image supports. Atopic dermatitis typically presents with more discrete scaly patches and often spares mucous membranes, making it less likely in this case.","0.517"
"140","A 42-year-old man with diabetes presented with a history of urinary incontinence and severe dysuria over several days. What diagnosis does his computed tomographic (CT) scan suggest?","D","B","wrong","ANSWER: B
REASONING: The clinical history of urinary incontinence and severe dysuria, combined with the CT image showing air surrounding the prostate gland, strongly suggests a bladder perforation. This is supported by the presence of free air in the retroperitoneal space, which is a clear sign of an abdominal organ injury.","0.516"
"885","A 58-year-old man presented to the outpatient pulmonary clinic with a productive cough and a history of weight loss of 10 kg during the preceding 3 months. He was an active smoker and for the preceding 4 years had worked in a factory processing cotton.","B","B","correct","ANSWER: B
REASONING: The clinical history of a 58-year-old man with a productive cough, weight loss, and history of working in a factory processing cotton strongly suggest hypersensitivity pneumonitis. The image shows granulomatous inflammation, which is characteristic of hypersensitivity pneumonitis, and the presence of ""sulfur granules"" (a clue to Actinomycosis), supporting the diagnosis of Actinomycosis.","0.517"
"85","This lesion developed on the chest of a 35-year-old man during treatment for a respiratory tract infection. What is the diagnosis?","D","C","wrong","ANSWER: C
REASONING: The clinical history (a new lesion during respiratory tract infection treatment) and the image (a ring-shaped erythematous lesion with some central clearing) are most consistent with Erythema annulare centrifugum, which is a common dermatological symptom that can appear after an acute illness, often resolving within two to four weeks.","0.515"
"610","A 63-year-old man developed purplish discoloration of his face after he underwent stenting and balloon dilation of the left common carotid artery. Cholesterol embolization syndrome was diagnosed. What is the name of this physical exam finding?","D","B","wrong","ANSWER: B
REASONING: Harlequin syndrome is characterized by severe cyanosis (blue discoloration), pallor, or livedo-like appearance on the face and trunk. The patient's symptoms and the presence of cutaneous hypoperfusion are consistent with this diagnosis, which can occur during cholesterol embolization syndrome following vascular interventions.","0.514"
"563","What is the most likely diagnosis for this finding detected during esophageal endoscopy?","A","B","wrong","ANSWER: B
REASONING: The image shows a creamy, diffusely thickened appearance within the esophageal lumen, which is characteristic of esophageal candidiasis. There is no obvious esophageal web or ring that would be characteristic of a Schatzki ring, nor is there evidence of a peptic ulcer that would suggest an Adenocarcinoma. The symmetric, diffuse nature of the thickening is inconsistent with a Dieulafoy's lesion or systemic sclerosis, which would typically present with more localized, distinct lesions or atrophy.","0.513"
"248","A 60-year-old man with HIV presented to the ophthalmology clinic with eyelid and facial lesions. His CD4 cell count was 20 per cubic millimeter and his HIV viral load was 120,000 copies/ml. Physical exam showed numerous dome-shaped papules with central umbilication. What is the most likely diagnosis?","D","D","correct","ANSWER: D
REASONING: The presenting clinical symptoms, including numerous dome-shaped papules with a central umbilication, are characteristic of molluscum contagiosum. The high HIV viral load and low CD4 cell count are also concerning for opportunistic infections, and molluscum contagiosum is commonly seen in immunocompromised individuals. The image confirms the clinical presentation with visible dome-shaped lesions on the eyelid and face.","0.514"
"515","What is the most likely diagnosis for this lesion that has been present since birth?","E","E","correct","ANSWER: E
REASONING: The clinical case mentions a lesion present since birth, and the image shows a cluster of comedones in a linear arrangement in the midline. This pattern is characteristic of Nevus comedonicus, a benign congenital or acquired skin lesion. The other options do not fit the typical presentation of lesions seen in the image.","0.515"
"295","Which one of the following organs is enlarged?","C","B","wrong","ANSWER: B
REASONING: The image shows a structure in the pelvic region with increased size, which is characteristic of an enlarged ovary. The clinical history may include symptoms of ovarian enlargement such as abdominal distension or ovarian pain. While other organs listed could potentially enlarge, the specific location and appearance in the image support the diagnosis of an enlarged ovary.","0.514"
"49","This 63-year-old man with a 10-year history of progressive neck enlargement noted a sudden increase in the size of the swelling on the left side. What is the most likely diagnosis?","C","B","wrong","ANSWER: B
REASONING: The clinical history of progressive neck enlargement with a sudden increase in size, as shown by the image of a visibly enlarged left side of the neck, is consistent with Scrofula, an inflammatory lymphadenopathy. This condition typically presents as painless, firm, non-mobile lymph node enlargement, which matches the appearance in the image.","0.513"
"77","A 34-year-old man with a history of intravenous drug use and hepatitis C infection presented to the ophthalmology clinic with a 1-week history of pain and decreased vision in his right eye. The visual acuity was 20/400 in the right eye and 20/20 in the left eye. Slit-lamp examination of the right eye showed conjunctival injection and inflammation in the anterior chamber. Indirect ophthalmoscopy showed vitreous haze with yellow-white lesions on the retina and optic nerve. Following workup, surgery was performed and a white mass measuring 4 mm by 3 mm by 1 mm was seen adherent to the optic nerve. What is the most likely diagnosis/etiology?","D","B","wrong","ANSWER: B
REASONING: The clinical history of the 34-year-old man with intravenous drug use and hepatitis C infection, along with the imaging findings of a white mass adherent to the optic nerve and yellow-white lesions on the retina and optic nerve, strongly suggest a rapidly growing, malignant mass such as an unmelanotic uveal melanoma, which is more common in this demographic. The size and location of the mass, combined with the clinical presentation, are typical of this condition, which often presents as an acute or subacute visual impairment.","0.512"
"458","A 71-year-old man with cirrhosis presented to the ED with severe diffuse pruritus 3 months after being treated with oral and topical glucocorticoids for an erythematous, scaly rash. Physical exam revealed this rash on the patient’s neck, hands, and genital area. What is the most likely diagnosis?","A","A","correct","ANSWER: A
REASONING: The clinical history, describing the diffuse pruritus 3 months after glucocorticoid therapy and the erythematous, scaly rash, suggests a delayed hypersensitivity reaction. The image shows a scaly, pruritic rash on the neck and upper back consistent with scabies, which is known to present later in chronic skin conditions but may respond poorly to or not at all respond to glucocorticoids, potentially leading to such an extensive rash.","0.513"
"464","A 42-year-old woman receiving induction chemotherapy for acute monocytic leukemia developed edematous, erythematous plaques on her face. Biopsy showed perieccrine neutrophilic infiltration with eccrine duct necrosis. What is the most likely diagnosis?","E","E","correct","ANSWER: E
REASONING: The clinical history of developing edematous, erythematous plaques on the face during chemotherapy for leukemia, along with the biopsy findings of perieccrine neutrophilic infiltration with eccrine duct necrosis, most likely points to Neutrophilic eccrine hidradenitis. The image shows these features, which are characteristic of the condition.","0.514"
"902","This patient presented with hearing loss and left ear fullness. What is the diagnosis?","B","A","wrong","ANSWER: A
REASONING: The image shows a scaly, erythematous area, suggestive of chronic ear disease, and the patient's presentation of hearing loss and fullness in the left ear are consistent with a cholesteatoma, which can present with these symptoms, especially if it invades the mastoid cavity near the temporal bone.","0.513"
"924","A 54-year-old woman with asthma and allergic rhinitis presented with a 3-month history of productive cough and dyspnea. She also reported fevers, chills, night sweats, and an unintentional 9-kg (20-1b) weight loss. On lung examination, there was expiratory wheezing and diffuse crackles. Laboratory testing showed pronounced hypereosinophilia. A computed tomography of the chest showed upper lobe predominant peripheral and subpleural consolidations that spared the perihilar region (shown). Serum testing for IgE against Aspergillus fumigatus, antibodies against coccidioides, and antineutrophil cytoplasmic antibodies was negative. Bronchoscopy with bronchoalveolar lavage was notable for 74% eosinophils in the cell count (reference value, <2) and negative tests for infectious diseases. What is the most likely diagnosis?","B","B","correct","ANSWER: B
REASONING: The clinical presentation of persistent cough, dyspnea, significant weight loss, and eosinophilia suggests chronic inflammation of the lungs. The upper lobe predominant peripheral and subpleural consolidations on the CT, combined with high eosinophil counts in the BAL, are characteristic of chronic eosinophilic pneumonia. The lack of evidence for other causes such as allergic bronchopulmonary aspergillosis, tuberculosis, or other organisms makes chronic eosinophilic pneumonia the most likely diagnosis.","0.514"
"861","A 75-year-old man presented to the emergency department with a 6-month history of epigastric pain, watery diarrhea, and weight loss. Esophagogastroduodenoscopy revealed severe esophagitis, antral erosions, and duodenal ulcers (left). The gastric pH was below 2, and a fasting serum gastrin level was above 1000 pg per milliliter (reference range, 13-115). Cross-sectional imaging identified a single tumor along the distal duodenum that was resected (right). Histopathological analysis showed a well-differentiated neuroendocrine tumor that was positive for gastrin on immunohistochemical staining. The diagnosis in this case is most closely associated with which of the following syndromes?","B","B","correct","ANSWER: B
REASONING: The clinical presentation of epigastric pain, watery diarrhea, and weight loss, along with the findings of severe esophagitis, antral erosions, and duodenal ulcers, suggests a primary hypersecretory diarrhea condition, which is characteristic of carcinoid syndrome. The high serum gastrin level and the presence of a well-differentiated neuroendocrine tumor in the distal duodenum, confirmed by positive immunohistochemical staining for gastrin, strongly supports the diagnosis of Gastroenteropancreatic Neuroendocrine Tumor (GEP-NET) associated with Gastroenteropancreatic Neuroendocrine Carcinoid Syndrome. This condition is associated with familial adenomatous polyposis and multiple endocrine neoplasia type 1 (MEN1), leading to the correct answer of Multiple endocrine neoplasia type 1.","0.515"
"612","A 31-year-old man presented to the emergency department with fever, papular skin lesions on his face and body, and weight loss of 10 kg in the past month. Testing for human immunodeficiency virus (HIV) was positive. A blood smear is shown. What is the diagnosis?","D","D","correct","ANSWER: D
REASONING: The patient's presentation includes fever, papular skin lesions, and weight loss, which are consistent with disseminated infection. The blood smear shows the presence of amastigotes, which are characteristic of Talaromyces marneffei infection, a fungal disease primarily affecting HIV-positive individuals.","0.516"
"335","This patient presented with fatigue, fever, anorexia, and weight loss. What is the most likely diagnosis?","A","B","wrong","ANSWER: B
REASONING: The clinical history of fatigue, fever, anorexia, and weight loss, along with the sublingual petechiae and oral hemorrhages visible in the image, are classic signs of scurvy. Vitamin C deficiency affects multiple systems, including hemostasis, leading to bleeding lesions in the oral cavity and sublingually.","0.515"
